File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
d5c86904-40a6-46e2-8724-0f0ff3421536	C828.TCGA-EB-A51B-01A-11D-A27K-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A51B	TCGA-EB-A51B-01A	Primary Tumor
622da062-3988-4bf3-a70a-245a1d035226	C828.TCGA-BF-A1PZ-01A-11D-A19A-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A1PZ	TCGA-BF-A1PZ-01A	Primary Tumor
a5aede6c-e652-49f1-8211-37cf9640eebc	df291102-feea-474c-9c8d-225bfd2c897a_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A8GB	TCGA-D3-A8GB-06A	Metastatic
3ce64421-1c95-4e4b-866c-6ef337b219ed	ecafcb69-b53c-4e13-997b-06185bd81395_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A51G	TCGA-D3-A51G-06A	Metastatic
b70cb419-c081-4edd-8eff-8caee344f318	TCGA-EE-A20F-06A-21R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A20F	TCGA-EE-A20F-06A	Metastatic
dc3bd943-8c6f-4c0b-9dd5-69de26282b55	75c2e37e-e0ce-45e1-a2f2-44cb26861c56_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A3J7	TCGA-EE-A3J7-06A	Metastatic
6c159a77-5a18-46d7-9bb7-0fad76a19ed6	TCGA-ER-A19C-06A-11R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19C	TCGA-ER-A19C-06A	Metastatic
5afc4ab5-60d0-48ef-bb2d-6f0466e18217	C828.TCGA-D3-A51F-10A-01D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A51F	TCGA-D3-A51F-10A	Blood Derived Normal
65ddfae1-d395-4e7d-8202-71c2e4008cca	C828.TCGA-EB-A6QZ-01A-12D-A32N-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A6QZ	TCGA-EB-A6QZ-01A	Primary Tumor
983f5ab4-82b4-4d81-ada9-bd4f10f403b0	C828.TCGA-DA-A1I1-10A-01D-A198-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I1	TCGA-DA-A1I1-10A	Blood Derived Normal
d1ac1e02-a413-4555-b60e-8c211dc30991	C828.TCGA-EE-A2GR-06A-11D-A197-08.4_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GR	TCGA-EE-A2GR-06A	Metastatic
bc7c87d3-1281-4913-bb7a-cf7ee5cda646	C828.TCGA-FS-A1ZR-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZR	TCGA-FS-A1ZR-10A	Blood Derived Normal
6f2f1c55-2baa-402b-893f-9838b3ecda17	0fc930a0-7f68-492d-a507-bc531e98303f_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-A8JZ	TCGA-WE-A8JZ-06A	Metastatic
58a5c30f-1a3e-43c7-92dc-eb26af32cb99	C828.TCGA-W3-AA1Q-10A-01D-A38J-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-W3-AA1Q	TCGA-W3-AA1Q-10A	Blood Derived Normal
2de5f10c-9a90-49d7-a4a2-2aae2eaacf0d	TCGA-BF-AAP8-01A-11R-A404-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP8	TCGA-BF-AAP8-01A	Primary Tumor
134a66c1-2bfe-40ae-95b1-4483bab88258	b641dac5-8a3b-4edc-9f8c-fe46442ac339_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-A8K5	TCGA-WE-A8K5-06A	Metastatic
66172e4a-c5b2-4ec2-8060-20d82b2ebebf	C828.TCGA-GN-A8LL-06A-21D-A372-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A8LL	TCGA-GN-A8LL-06A	Metastatic
70a8a30d-d998-4200-bba7-2c7567d60f04	C828.TCGA-GN-A26C-01A-11D-A19A-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A26C	TCGA-GN-A26C-01A	Primary Tumor
0cc8a9b5-a447-4ece-a3a9-24fb54342c61	TCGA-FS-A1Z7-06A-11R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z7	TCGA-FS-A1Z7-06A	Metastatic
886be180-b206-4277-a2dc-0556a8fb874c	04f55a76-2886-4c24-86e6-3f79eddd8ba1_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A2J7	TCGA-D3-A2J7-06A	Metastatic
a9218815-51a8-4e6d-8a09-b7e389d588d9	C828.TCGA-FW-A3R5-06A-11D-A23B-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FW-A3R5	TCGA-FW-A3R5-06A	Metastatic
b7b4c949-f3b3-4e6e-b847-aee50e751148	C828.TCGA-BF-AAP7-10A-01D-A401-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP7	TCGA-BF-AAP7-10A	Blood Derived Normal
461bbabe-a7ea-48b5-ada2-98fac3310ba3	cb7f47c0-5844-46d0-88d3-8afb8a91585f_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-06A	Metastatic
057bf5bc-bc8f-4289-ab6d-33266e033bde	C828.TCGA-FS-A1ZJ-10A-01D-A199-08.5_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZJ	TCGA-FS-A1ZJ-10A	Blood Derived Normal
941007e4-d3b0-40c3-8279-1f0bbd3cbde3	2b9f6e1a-1b6c-4c33-8c21-7fe7ac515294_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-XV-AAZY	TCGA-XV-AAZY-01A	Primary Tumor
1717af35-f397-4beb-af58-119a9ba733f9	C828.TCGA-FS-A1Z7-10A-01D-A199-08.5_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z7	TCGA-FS-A1Z7-10A	Blood Derived Normal
89353645-762f-4cc8-9cd8-0af51e7faee1	C828.TCGA-EB-A4OZ-01A-12D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A4OZ	TCGA-EB-A4OZ-01A	Primary Tumor
f06958d0-054c-4bbc-a92d-0c1a1aebb48d	TCGA-D3-A51H-06A-12R-A25Z-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A51H	TCGA-D3-A51H-06A	Metastatic
ca6a479c-00ce-4810-ad90-aa93d2aeda7f	C828.TCGA-EB-A85J-10B-01D-A34X-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A85J	TCGA-EB-A85J-10B	Blood Derived Normal
2f134ccf-68f3-4d52-a9be-5f51f4a951d9	78ceff0e-994f-4693-a52f-4301b2e40ba7_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A2JB	TCGA-D3-A2JB-06A	Metastatic
9e0b89e1-ae4c-4c0b-ac2e-430987a34f20	TCGA-GN-A4U7-06A-21R-A360-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U7	TCGA-GN-A4U7-06A	Metastatic
fbd3dd72-8457-4638-ac70-4d93003b5223	C828.TCGA-D3-A8GI-10A-01D-A375-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A8GI	TCGA-D3-A8GI-10A	Blood Derived Normal
0187a3f7-204c-4f36-9f1d-d46d76bb96a4	099a168d-1514-4850-952d-173f60a993ca_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A3AC	TCGA-EE-A3AC-06A	Metastatic
1fa0559c-4d72-47e2-aac2-2b9bacd68560	TCGA-EE-A180-06A-11R-A21E-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A180	TCGA-EE-A180-06A	Metastatic
c9967a80-efa0-4f35-be19-2ad1fe1da7ba	TCGA-FS-A1ZM-06A-12R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZM	TCGA-FS-A1ZM-06A	Metastatic
71d13cdb-edf6-4d4e-8a18-6de9febffa6b	C828.TCGA-ER-A19T-01A-11D-A19A-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19T	TCGA-ER-A19T-01A	Primary Tumor
43c4ed02-160e-4c29-a33b-58c84ae06d94	TCGA-EE-A29Q-06A-11R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29Q	TCGA-EE-A29Q-06A	Metastatic
dea9117f-8038-4bd9-ad3f-da5e47b13854	TCGA-D3-A3MU-06A-11R-A21E-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3MU	TCGA-D3-A3MU-06A	Metastatic
d68d8752-59e9-4452-b9ac-04422167750f	C828.TCGA-FS-A4F4-10B-01D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A4F4	TCGA-FS-A4F4-10B	Blood Derived Normal
429e374a-c750-432d-87bf-ae5678bfbdea	C828.TCGA-ER-A19H-10A-01D-A198-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19H	TCGA-ER-A19H-10A	Blood Derived Normal
4df0d90f-4a40-40d0-b134-7cd2330016ea	C828.TCGA-GN-A4U3-06A-11D-A32N-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U3	TCGA-GN-A4U3-06A	Metastatic
5c86435a-7880-4fbc-b196-358eabd24e88	C828.TCGA-D3-A3CC-10A-01D-A19A-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3CC	TCGA-D3-A3CC-10A	Blood Derived Normal
1c8f71bf-7749-4572-848f-2d9786608e53	1535ac3c-33fa-401f-8f3f-2dda22692df4_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FR-A3YO	TCGA-FR-A3YO-06A	Metastatic
78a49961-20bc-48c0-9eab-e8b0e147f110	C828.TCGA-GN-A4U8-10B-01D-A32N-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-10B	Blood Derived Normal
929f684a-284c-4dcc-8093-9a7160e02e57	TCGA-FR-A8YC-06A-11R-A37G-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FR-A8YC	TCGA-FR-A8YC-06A	Metastatic
9ae69a0c-e805-4cfc-a229-a9dc26123bf7	99bd0ede-b088-419b-9053-d9497aafed48_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-RP-A695	TCGA-RP-A695-06A	Metastatic
3dc48b4a-6ca1-459b-ab6d-556988e0b10b	TCGA-EE-A2MK-06A-11R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MK	TCGA-EE-A2MK-06A	Metastatic
914d8833-23d2-40b3-a0e9-4ad91fff2a4b	C828.TCGA-EB-A5KH-10A-01D-A27N-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A5KH	TCGA-EB-A5KH-10A	Blood Derived Normal
78b83ca9-d178-48bc-8792-c67a5ed8e7ce	C828.TCGA-HR-A2OG-01A-21D-A197-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-HR-A2OG	TCGA-HR-A2OG-06A	Metastatic
58ac35bd-d50d-4506-b29f-261c9fe683ab	6c2bb1a4-c509-407f-9df1-f75798996a7e_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MQ	TCGA-EE-A2MQ-06A	Metastatic
43deeea8-8575-4830-b540-1e173db9a9bd	962d5c3d-c5f5-47c7-8295-431676397750_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A3JH	TCGA-EE-A3JH-06A	Metastatic
e6b7eafd-cfda-4a95-8e7d-e26deb89444a	C828.TCGA-FR-A7U9-10A-01D-A34X-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FR-A7U9	TCGA-FR-A7U9-10A	Blood Derived Normal
e7aa6cf8-3d31-4944-9694-91bf82a5063e	C828.TCGA-D3-A51T-10A-01D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A51T	TCGA-D3-A51T-10A	Blood Derived Normal
ad436ef9-44cd-4fd5-91e5-ebc8e667f68b	C828.TCGA-EE-A183-10A-01D-A198-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A183	TCGA-EE-A183-10A	Blood Derived Normal
16328c4e-1236-4e3b-8026-27742cef6dc2	df71584b-c665-4f3c-bc5b-3acc4932b9fe_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2M5	TCGA-EE-A2M5-06A	Metastatic
b4c75727-2e59-477a-85bb-1590be1e6203	C828.TCGA-EB-A24D-01A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24D	TCGA-EB-A24D-01A	Primary Tumor
f87e9ccc-127d-4393-b079-26ae2f1bf229	876557f6-f2f4-403c-893d-26450e1e6a52_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1Q6	TCGA-D3-A1Q6-06A	Metastatic
e7465985-b88e-4eae-9b28-836f7a2744ed	TCGA-YD-A89C-06A-11R-A37G-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-YD-A89C	TCGA-YD-A89C-06A	Metastatic
c5d05d67-16be-4afb-ad47-8e9d5b356c50	C828.TCGA-EE-A2MF-10B-01D-A21A-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MF	TCGA-EE-A2MF-10B	Blood Derived Normal
fb9915d2-d8f0-4698-9ed7-9f69c76ff205	86165fdb-6543-4c16-a540-c6d9aa2193ab_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MC	TCGA-EE-A2MC-06A	Metastatic
aaa1b041-c266-4225-96da-e5d1f7fe2fdd	e345e4fc-a026-4f70-8e35-ec0a60dc6218_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A5EQ	TCGA-BF-A5EQ-01A	Primary Tumor
13333696-a38a-4abb-b1c1-6727da767120	4f38efeb-7af5-41d0-ad23-b4f015daa3fe_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A95Y	TCGA-DA-A95Y-06A	Metastatic
6fbf7bca-c4af-472c-970b-7664a5e73cf7	TCGA-DA-A95Y-06A-11R-A37G-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A95Y	TCGA-DA-A95Y-06A	Metastatic
1a34821c-4888-4f16-97f7-9c9aaf6f3389	b9291425-140a-4f79-8df2-e6ed9cfe6903_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3MR	TCGA-D3-A3MR-06A	Metastatic
24bd0671-2659-4cba-bfde-04f18a04de67	TCGA-D3-A51T-06A-11R-A25Z-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A51T	TCGA-D3-A51T-06A	Metastatic
1d3a9c2e-4d4b-44d6-a909-15c845026217	TCGA-GF-A3OT-06A-23R-A23A-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GF-A3OT	TCGA-GF-A3OT-06A	Metastatic
5245abea-72c3-4e4c-84fd-9dca021940ba	TCGA-D3-A8GS-06A-12R-A37G-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A8GS	TCGA-D3-A8GS-06A	Metastatic
f7305f59-826e-49df-bb14-63458482a08c	999a4ae6-244c-4603-8498-3c4db7e36f5b_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZF	TCGA-FS-A1ZF-06A	Metastatic
3b7dbab2-0cb4-413a-9615-40296522dc90	C828.TCGA-FS-A1ZE-06A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZE	TCGA-FS-A1ZE-06A	Metastatic
d0f809b7-39bb-48f8-a98a-affff9a5f251	TCGA-GN-A267-06A-21R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A267	TCGA-GN-A267-06A	Metastatic
ad407eeb-1d46-4e4b-bdd8-0458941c70b0	C828.TCGA-RP-A690-06A-11D-A30X-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-RP-A690	TCGA-RP-A690-06A	Metastatic
97256c5d-07c5-47cf-b481-9123a41504f6	C828.TCGA-EE-A2GN-10A-01D-A198-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GN	TCGA-EE-A2GN-10A	Blood Derived Normal
f98d0309-4192-400e-aecb-64570f5ab827	0b55a3e6-c345-4ed3-bf94-d1f6e0ccfdca_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FW-A5DY	TCGA-FW-A5DY-06A	Metastatic
40009170-ec2d-46a6-b755-6c27faa96ec4	TCGA-D3-A3MO-06A-11R-A21E-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3MO	TCGA-D3-A3MO-06A	Metastatic
02851852-e9fc-4123-8829-e97190b222dc	TCGA-EE-A29R-06A-11R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29R	TCGA-EE-A29R-06A	Metastatic
e942bbf3-56d0-4cd6-aa2a-cb29ab4c4e55	C828.TCGA-DA-A1I4-06A-11D-A196-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I4	TCGA-DA-A1I4-06A	Metastatic
988e0fc4-2517-4321-96b5-6ac3ab28da8a	d213b4ca-89ea-4480-b43f-f4130a7242e6_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-W3-AA1O	TCGA-W3-AA1O-06A	Metastatic
20fa7816-d177-4e6d-a41c-2ef55bbbab66	C828.TCGA-D3-A51N-10A-01D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A51N	TCGA-D3-A51N-10A	Blood Derived Normal
860c7d7f-320e-4937-90c1-dc4a4c035974	C828.TCGA-EE-A29S-10A-01D-A199-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29S	TCGA-EE-A29S-10A	Blood Derived Normal
d70717f2-5acc-4c08-a6d2-8bdf15efd26f	C828.TCGA-DA-A3F8-06A-11D-A20D-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A3F8	TCGA-DA-A3F8-06A	Metastatic
cdfe6ff0-8597-4feb-b10b-3c7d20636f11	C828.TCGA-EE-A29R-06A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29R	TCGA-EE-A29R-06A	Metastatic
7872c48a-a7c5-4b82-902c-5111e30bef00	C828.TCGA-FS-A1ZD-06A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZD	TCGA-FS-A1ZD-06A	Metastatic
1d3f466d-9e32-4711-9940-7fa96d693c3c	ff1dbf1c-33cd-4dc5-9a63-9677245aaa76_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MN	TCGA-EE-A2MN-06A	Metastatic
855b6ef7-600d-4050-907f-7cb7afe84e00	TCGA-EE-A2MM-06A-11R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MM	TCGA-EE-A2MM-06A	Metastatic
16fe0e77-e6fe-4aee-89df-fab1042fcb39	a997bcbb-b343-40a5-991f-a9c26e8d0ff1_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A5SE	TCGA-EB-A5SE-01A	Primary Tumor
6ac3e123-24c8-4652-8df4-52fbffbb5d18	C828.TCGA-EE-A20H-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A20H	TCGA-EE-A20H-10A	Blood Derived Normal
b50b79ba-7148-48d5-afdb-43a911304c05	C828.TCGA-HR-A2OH-01A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-HR-A2OH	TCGA-HR-A2OH-06A	Metastatic
aed551c0-4404-4c95-9367-2cab408832ca	C828.TCGA-D3-A3C1-10A-01D-A198-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3C1	TCGA-D3-A3C1-10A	Blood Derived Normal
c7e60976-69ca-4584-b89f-e3aa8b7549fa	94d02ca0-9544-4491-8cde-f73748465eeb_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FR-A2OS	TCGA-FR-A2OS-01A	Primary Tumor
235da4ec-baa7-4fb8-b01c-07a6a2d1e136	C828.TCGA-GN-A4U8-06A-11D-A32N-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-06A	Metastatic
